Primary Cell Line Name,Compound,IC50 (uM)
SNU-C2A,Nilotinib,8
SNU-C2B,Nilotinib,8
SU-DHL-10,Nilotinib,8
SU-DHL-4,Nilotinib,5.041968346
SU-DHL-6,Nilotinib,0.099240054
SU-DHL-8,Nilotinib,5.790517807
SUIT-2,Nilotinib,8
SUP-M2,Nilotinib,8
SUP-T1,Nilotinib,8
SW 1088,Nilotinib,1.020972229
SW 1271,Nilotinib,8
SW 1353,Nilotinib,8
SW 1990,Nilotinib,7.833574772
SW403,Nilotinib,8
SW48,Nilotinib,8
SW480,Nilotinib,8
SW579,Nilotinib,3.264090061
SW620,Nilotinib,8
SW 780,Nilotinib,8
SW 900,Nilotinib,8
T24,Nilotinib,8
T3M-10,Nilotinib,8
T-47D,Nilotinib,8
T84,Nilotinib,8
T98G,Nilotinib,8
TC-71,Nilotinib,8
TCCSUP,Nilotinib,8
TE 617.T,Nilotinib,2.358335733
TE-9,Nilotinib,6.083400249
TEN,Nilotinib,8
Toledo,Nilotinib,8
TOV-112D,Nilotinib,8
TOV-21G,Nilotinib,8
TT2609-C02,Nilotinib,4.903181076
TYK-nu,Nilotinib,8
U-118 MG,Nilotinib,8
U-2 OS,Nilotinib,7.420892239
U-87 MG,Nilotinib,8
U-937,Nilotinib,5.434136868
UACC-812,Nilotinib,8
UM-UC-3,Nilotinib,8
VMRC-LCD,Nilotinib,8
VMRC-RCW,Nilotinib,7.079586029
VMRC-RCZ,Nilotinib,8
WM1799,Nilotinib,7.204105377
WM-793,Nilotinib,6.826157093
WM-88,Nilotinib,6.776633263
WM-983B,Nilotinib,7.791449547
YKG1,Nilotinib,7.677743435
ZR-75-30,Nilotinib,8
1321N1,17-AAG,0.22807844
22Rv1,17-AAG,0.329701692
42-MG-BA,17-AAG,0.053038094
5637,17-AAG,0.07082279
639-V,17-AAG,0.150094494
697,17-AAG,0.422571242
769-P,17-AAG,0.1517988
786-O,17-AAG,0.279530227
8305C,17-AAG,0.375401258
8505C,17-AAG,0.282174945
8-MG-BA,17-AAG,0.234952629
A172,17-AAG,0.267498583
A-204,17-AAG,0.029675882
A2058,17-AAG,0.042496935
A-253,17-AAG,0.339544863
A2780,17-AAG,0.031109899
A-375,17-AAG,0.169737235
A549,17-AAG,0.06676174
A-673,17-AAG,0.198152512
ACHN,17-AAG,0.678260922
ALL-SIL,17-AAG,0.714353621
AMO-1,17-AAG,0.025441425
AN3 CA,17-AAG,0.074334152
AsPC-1,17-AAG,0.072310209
AU565,17-AAG,0.0233486
AZ-521,17-AAG,0.315617204
B-CPAP,17-AAG,0.210629389
BDCM,17-AAG,0.204344377
BFTC-909,17-AAG,0.104652666
BGC-823,17-AAG,0.058758914
BL-41,17-AAG,0.764389515
BL-70,17-AAG,0.284389943
BT-20,17-AAG,8
BT-474,17-AAG,0.044726733
BT-549,17-AAG,0.020397235
BxPC-3,17-AAG,0.187336221
C2BBe1,17-AAG,0.777057707
C32,17-AAG,0.006673547
C3A,17-AAG,0.027727799
Caki-2,17-AAG,0.420389295
CAL-12T,17-AAG,0.183841035
CAL 27,17-AAG,0.166818783
CAL-78,17-AAG,0.099586673
CAL-85-1,17-AAG,0.175339907
Calu-1,17-AAG,0.103493586
Calu-3,17-AAG,1.688857436
Calu-6,17-AAG,0.183477089
CAMA-1,17-AAG,0.141045213
Capan-2,17-AAG,0.046125766
CAS-1,17-AAG,1.019528747
CCK-81,17-AAG,0.263275087
CHL-1,17-AAG,0.165819794
CHP-212,17-AAG,0.029792815
CI-1,17-AAG,0.479196012
CMK-86,17-AAG,0.322528064
COLO 201,17-AAG,0.046831898
COLO 205,17-AAG,0.014756449
COLO-320,17-AAG,1.569168806
COLO-677,17-AAG,0.238073558
COLO-678,17-AAG,0.040361557
COLO-679,17-AAG,0.062656693
COLO-699,17-AAG,0.336357296
COLO 741,17-AAG,1.479850173
COR-L105,17-AAG,0.887269139
COR-L23,17-AAG,0.608988762
COV318,17-AAG,8
COV504,17-AAG,0.347438395
Daoy,17-AAG,0.477916837
DBTRG-05MG,17-AAG,0.276005715
DEL,17-AAG,0.035145033
Detroit 562,17-AAG,0.238989621
DK-MG,17-AAG,0.319927543
DMS 114,17-AAG,0.695213139
DOHH-2,17-AAG,0.409685045
DOV13,17-AAG,0.350310981
DU 145,17-AAG,0.044969238
DV-90,17-AAG,0.120939881
EB1,17-AAG,0.812782228
EB2,17-AAG,1.756111383
EBC-1,17-AAG,0.018749278
EFE-184,17-AAG,0.387381613
EFM-19,17-AAG,0.058103666
EFO-21,17-AAG,0.288561821
EFO-27,17-AAG,0.366359919
EM-2,17-AAG,0.130336672
EN,17-AAG,8
ES-2,17-AAG,0.69963789
ESS-1,17-AAG,0.11770121
F-36P,17-AAG,0.435421079
FaDu,17-AAG,0.019284135
FU97,17-AAG,0.062858187
FU-OV-1,17-AAG,0.373221964
G-361,17-AAG,0.089309976
G-401,17-AAG,0.085478991
G-402,17-AAG,0.073431857
GAMG,17-AAG,0.109149978
GB-1,17-AAG,0.768663943
GCIY,17-AAG,0.793316543
GCT,17-AAG,0.330548614
GI-1,17-AAG,0.198652357
GLC-82,17-AAG,0.052810453
GMS-10,17-AAG,0.245301753
GRANTA-519,17-AAG,0.010983705
H4,17-AAG,0.150771588
HARA,17-AAG,0.212432846
HCC1187,17-AAG,1.531470418
HCC1395,17-AAG,8
HCC-15,17-AAG,0.038541321
HCC1569,17-AAG,0.201155081
HCC1806,17-AAG,0.06748455
HCC1954,17-AAG,0.048323501
HCC2935,17-AAG,0.018270468
HCC4006,17-AAG,0.044439085
HCC-44,17-AAG,0.065585621
HCC70,17-AAG,0.065257996
HCC-78,17-AAG,0.80337292
HCC827,17-AAG,0.18870239
HCT 116,17-AAG,0.202989653
HCT-15,17-AAG,0.592416525
HD-MY-Z,17-AAG,0.1518711
HDQ-P1,17-AAG,0.122433454
HEC-151,17-AAG,0.182358727
HEC-1-A,17-AAG,0.155032128
HEC-1-B,17-AAG,0.061065979
HEC-251,17-AAG,0.90558356
HEC-265,17-AAG,0.044854023
HEC-59,17-AAG,0.236760587
HEC-6,17-AAG,0.561491907
HEL 92.1.7,17-AAG,1.616860271
Hep 3B2.1-7,17-AAG,0.209670588
Hep G2,17-AAG,0.022530433
Hey-A8,17-AAG,0.08386872
HGC-27,17-AAG,0.199818447
HH,17-AAG,0.316189826
HLE,17-AAG,0.63138473
HLF,17-AAG,0.233836412
HMC-1-8,17-AAG,0.105055355
HMCB,17-AAG,0.034340765
HOS,17-AAG,0.136840746
HPAC,17-AAG,0.090494916
HPAF-II,17-AAG,0.151630998
Hs 229.T,17-AAG,0.13832441
Hs 294T,17-AAG,0.229678199
Hs 578T,17-AAG,0.062882334
Hs 683,17-AAG,0.143921196
Hs 695T,17-AAG,0.095518604
Hs 729,17-AAG,0.066169545
Hs 739.T,17-AAG,0.560182333
Hs 746T,17-AAG,0.146164864
Hs 766T,17-AAG,0.208693713
Hs 840.T,17-AAG,0.042208713
Hs 852.T,17-AAG,0.043077972
Hs 895.T,17-AAG,0.568269014
Hs 936.T,17-AAG,0.061651316
Hs 939.T,17-AAG,0.030074231
Hs 944.T,17-AAG,0.128760532
HSC-2,17-AAG,0.499589235
HT,17-AAG,0.200726017
HT-1080,17-AAG,0.113508768
HT-1197,17-AAG,1.937179565
HT-1376,17-AAG,0.365140706
HT-144,17-AAG,0.07971938
HT-29,17-AAG,0.016734079
HuCCT1,17-AAG,0.091983378
huH-1,17-AAG,0.033526562
HUP-T3,17-AAG,0.300195903
HUP-T4,17-AAG,0.010569213
HuT 78,17-AAG,0.250834763
IA-LM,17-AAG,8
IGR-37,17-AAG,8
IGR-39,17-AAG,8
IGROV1,17-AAG,0.491089851
IM95,17-AAG,0.03782573
IMR-32,17-AAG,1.724061966
IPC-298,17-AAG,0.08109536
Ishikawa (Heraklio) 02 ER-,17-AAG,0.097911984
IST-MES1,17-AAG,0.707256138
IST-MES2,17-AAG,0.133910671
J82,17-AAG,0.286560714
JHH-2,17-AAG,8
JHH-4,17-AAG,8
JHH-5,17-AAG,0.018158266
JHH-6,17-AAG,0.223785281
JHH-7,17-AAG,0.088164933
JHOS-2,17-AAG,0.145015299
JHOS-4,17-AAG,1.570977688
JHUEM-2,17-AAG,0.04826415
JM1,17-AAG,1.119323969
JMSU-1,17-AAG,0.044885039
JURKAT,17-AAG,0.829291582
JVM-3,17-AAG,0.076346688
K029AX,17-AAG,0.119215205
KALS-1,17-AAG,0.089755602
KARPAS-299,17-AAG,0.209358394
KARPAS-422,17-AAG,0.204620793
KARPAS-620,17-AAG,0.556562603
KASUMI-2,17-AAG,0.027120752
KCI-MOH1,17-AAG,0.136119515
KCL-22,17-AAG,0.10770423
KE-39,17-AAG,0.125281632
KE-97,17-AAG,0.123593725
KELLY,17-AAG,2.224541187
KG-1,17-AAG,0.047090092
KHM-1B,17-AAG,0.167679474
KLE,17-AAG,0.927676288
KMBC-2,17-AAG,0.061397079
KMM-1,17-AAG,0.190332726
KMRC-1,17-AAG,0.309771448
KMRC-2,17-AAG,2.275416613
KMS-11,17-AAG,0.033564694
KMS-12-BM,17-AAG,0.124920338
KMS-26,17-AAG,0.237215653
KMS-34,17-AAG,0.171445847
KNS-42,17-AAG,8
KNS-60,17-AAG,0.055461988
KNS-62,17-AAG,0.576808989
KNS-81,17-AAG,0.257104039
KO52,17-AAG,0.652886987
KP-1N,17-AAG,1.20516336
KP-1NL,17-AAG,1.301798344
KP-2,17-AAG,0.038178917
KP-3,17-AAG,0.166749611
KP4,17-AAG,0.056765284
KP-N-SI9s,17-AAG,0.082642227
KU812,17-AAG,0.129609898
KURAMOCHI,17-AAG,0.332910785
KYM-1,17-AAG,0.088494658
KYSE-140,17-AAG,0.961978316
KYSE-150,17-AAG,0.080904983
KYSE-180,17-AAG,0.075374797
KYSE-30,17-AAG,0.811484754
KYSE-410,17-AAG,0.269242465
KYSE-450,17-AAG,0.71019572
KYSE-510,17-AAG,0.175444975
KYSE-520,17-AAG,0.079899609
KYSE-70,17-AAG,0.060356256
L3.3,17-AAG,0.157320872
L-363,17-AAG,0.023713689
L-428,17-AAG,1.254022121
LC-1/sq-SF,17-AAG,0.289881378
LCLC-103H,17-AAG,3.666449308
LN-18,17-AAG,0.060397994
LN-229,17-AAG,0.061167378
LOU-NH91,17-AAG,8
LOX IMVI,17-AAG,0.18541798
LP-1,17-AAG,0.610796988
LS123,17-AAG,0.349257827
LS411N,17-AAG,0.081793495
LS513,17-AAG,0.029090017
LU99,17-AAG,0.052298609
LUDLU-1,17-AAG,0.048696097
M059J,17-AAG,0.092863642
Malme-3M,17-AAG,0.090723187
MB 157,17-AAG,0.124791831
MC116,17-AAG,0.741352916
MCAS,17-AAG,0.072973058
MCF7,17-AAG,0.01876104
MDA-MB-157,17-AAG,8
MDA-MB-175-VII,17-AAG,0.032827336
MDA-MB-415,17-AAG,0.018407384
MDA-MB-435S,17-AAG,0.076227158
MDA-MB-436,17-AAG,8
MDA-MB-453,17-AAG,0.015530476
MDA-MB-468,17-AAG,0.367030263
MEC-1,17-AAG,0.435086757
MEG-01,17-AAG,1.050176263
MEL-HO,17-AAG,8
MES-SA,17-AAG,0.037811786
MeWo,17-AAG,8
MFE-280,17-AAG,0.207526833
MFE-296,17-AAG,0.328074843
MFE-319,17-AAG,0.079697538
MG-63,17-AAG,0.814632237
MHH-ES-1,17-AAG,0.146468312
MIA PaCa-2,17-AAG,0.020956876
Mino,17-AAG,0.081997298
MJ,17-AAG,0.097161315
MKN-45,17-AAG,0.017859768
MKN7,17-AAG,0.996641457
MKN74,17-AAG,0.169060647
MOG-G-CCM,17-AAG,0.271819055
MOLP-8,17-AAG,0.323331714
MOLT-16,17-AAG,0.447354048
MONO-MAC-1,17-AAG,0.014459794
MOR/CPR,17-AAG,0.076338477
MPP 89,17-AAG,0.200979024
MSTO-211H,17-AAG,0.190373659
NCI-H1048,17-AAG,0.048622094
NCI-H1092,17-AAG,8
NCI-H1155,17-AAG,0.117387019
NCI-H1184,17-AAG,0.230962545
NCI-H1299,17-AAG,0.267252147
NCI-H1339,17-AAG,0.027336583
NCI-H1341,17-AAG,0.01379581
NCI-H1355,17-AAG,0.104488812
NCI-H1373,17-AAG,0.067688048
NCI-H1563,17-AAG,0.215863928
NCI-H1568,17-AAG,8
NCI-H1573,17-AAG,0.128462195
NCI-H1581,17-AAG,0.605425537
NCI-H1648,17-AAG,8
NCI-H1650,17-AAG,0.030661542
NCI-H1651,17-AAG,0.243237942
NCI-H1666,17-AAG,0.016954798
NCI-H1693,17-AAG,8
NCI-H1694,17-AAG,3.349775107
NCI-H1703,17-AAG,0.039121125
NCI-H1792,17-AAG,0.103014566
NCI-H1793,17-AAG,0.238597125
NCI-H1869,17-AAG,0.100020558
NCI-H1915,17-AAG,0.035393722
NCI-H1944,17-AAG,0.026266662
NCI-H1975,17-AAG,0.055695072
NCI-H2009,17-AAG,0.188103288
NCI-H2023,17-AAG,0.023395276
NCI-H2030,17-AAG,0.04906629
NCI-H2052,17-AAG,0.238069907
NCI-H2085,17-AAG,0.761869073
NCI-H2087,17-AAG,0.064093605
NCI-H211,17-AAG,0.125717342
NCI-H2122,17-AAG,0.026409486
NCI-H2170,17-AAG,0.015281511
NCI-H2172,17-AAG,0.005899465
NCI-H2228,17-AAG,0.113416389
NCI-H226,17-AAG,8
NCI-H2286,17-AAG,0.034514762
NCI-H23,17-AAG,0.046550732
NCI-H2444,17-AAG,0.268049806
NCI-H2452,17-AAG,0.147931322
NCI-H28,17-AAG,0.148407042
NCI-H322,17-AAG,0.024739213
NCI-H3255,17-AAG,0.078972206
NCI-H358,17-AAG,0.07596647
NCI-H441,17-AAG,0.170633957
NCI-H460,17-AAG,0.0637509
NCI-H520,17-AAG,0.09997908
NCI-H522,17-AAG,0.079639822
NCI-H647,17-AAG,0.146558329
NCI-H650,17-AAG,0.306331158
NCI-H661,17-AAG,8
NCI-H727,17-AAG,0.347080976
NCI-H747,17-AAG,0.084120333
NCI-H810,17-AAG,8
NCI-N87,17-AAG,0.006280354
NCO2,17-AAG,0.117010742
NIH:OVCAR-3,17-AAG,0.245931864
NUGC-3,17-AAG,0.061240714
NUGC-4,17-AAG,0.019910261
OC 314,17-AAG,0.180269763
OC 315,17-AAG,0.121878006
OC 316,17-AAG,0.164771095
OCI-AML2,17-AAG,0.088610291
OCI-AML5,17-AAG,0.305264801
OCI-LY10,17-AAG,0.91939044
OCUM-1,17-AAG,0.046381559
OE21,17-AAG,0.112160243
OE33,17-AAG,0.058549874
ONCO-DG-1,17-AAG,0.212087214
ONS-76,17-AAG,1.565893888
OPM-2,17-AAG,0.666394174
OV-90,17-AAG,0.018589249
OVCAR-4,17-AAG,0.459155321
OVCAR-8,17-AAG,0.146128953
OVMANA,17-AAG,0.364703447
OVSAHO,17-AAG,3.464982748
OVTOKO,17-AAG,0.805820227
P12-ICHIKAWA,17-AAG,0.594166398
P31/FUJ,17-AAG,0.549713969
P3HR-1,17-AAG,1.020657063
Panc 02.03,17-AAG,0.082458355
Panc 03.27,17-AAG,0.068110488
Panc 04.03,17-AAG,0.069349982
Panc 10.05,17-AAG,0.086982444
PA-TU-8902,17-AAG,0.660462797
PC-14,17-AAG,0.101145402
PC-3,17-AAG,0.388138115
Pfeiffer,17-AAG,0.449662149
PK-1,17-AAG,0.078745671
PK-45H,17-AAG,0.134196922
PK-59,17-AAG,0.199349344
PL45,17-AAG,0.05317352
PLC/PRF/5,17-AAG,0.105967887
PSN1,17-AAG,0.150998741
QGP-1,17-AAG,0.141021386
Raji,17-AAG,2.661648512
RD,17-AAG,0.117055684
Reh,17-AAG,0.557084382
RERF-GC-1B,17-AAG,1.931385279
RERF-LC-AI,17-AAG,0.101998895
RERF-LC-MS,17-AAG,0.161490873
RKN,17-AAG,0.574236274
RKO,17-AAG,0.076428831
RL95-2,17-AAG,0.037230793
RPMI-7951,17-AAG,0.015701033
RPMI-8402,17-AAG,0.701769114
RT-112,17-AAG,0.063486055
RT4,17-AAG,0.058811292
RVH-421,17-AAG,0.074710794
Saos-2,17-AAG,0.215714768
SBC-5,17-AAG,0.141069055
SCaBER,17-AAG,0.077901043
SCC-25,17-AAG,0.091868989
SCC-9,17-AAG,0.046046477
SF126,17-AAG,1.220534086
SF-295,17-AAG,0.171886235
SF8657,17-AAG,0.131942242
SH-10-TC,17-AAG,0.42586872
SHP-77,17-AAG,0.312299043
SIG-M5,17-AAG,0.170254305
SIMA,17-AAG,1.778700352
SJRH30,17-AAG,0.746346474
SJSA-1,17-AAG,0.312380582
SK-BR-3,17-AAG,0.036554132
SK-CO-1,17-AAG,0.055818412
SK-ES-1,17-AAG,0.563193679
SK-HEP-1,17-AAG,0.230151474
SK-LMS-1,17-AAG,0.272266209
SK-LU-1,17-AAG,0.035872128
SK-MEL-2,17-AAG,8
SK-MEL-24,17-AAG,0.174343437
SK-MEL-30,17-AAG,8
SK-MEL-31,17-AAG,8
SK-MEL-5,17-AAG,0.210538805
SK-MES-1,17-AAG,0.026852531
SK-MM-2,17-AAG,0.116272509
SK-N-AS,17-AAG,0.385245234
SK-N-BE(2),17-AAG,1.170010686
SK-N-DZ,17-AAG,0.637133241
SK-N-FI,17-AAG,0.993309379
SK-N-SH,17-AAG,0.237033531
SK-OV-3,17-AAG,0.117106043
SNG-M,17-AAG,0.27879262
SNU-1,17-AAG,0.046669591
SNU-16,17-AAG,0.014801629
SNU-182,17-AAG,1.199916959
SNU-387,17-AAG,0.340427518
SNU-398,17-AAG,0.547320902
SNU-423,17-AAG,0.855389178
SNU-449,17-AAG,1.962941647
SNU-475,17-AAG,0.002542614
SNU-C2A,17-AAG,0.256480753
SNU-C2B,17-AAG,0.441985011
Sq-1,17-AAG,0.123309262
SU.86.86,17-AAG,0.243544534
SU-DHL-10,17-AAG,0.225168079
SU-DHL-4,17-AAG,0.240270659
SU-DHL-6,17-AAG,0.333022144
SU-DHL-8,17-AAG,0.117609031
SUIT-2,17-AAG,0.652435839
SUP-M2,17-AAG,0.097292751
SUP-T1,17-AAG,0.454656243
SW 1088,17-AAG,0.062667288
SW 1271,17-AAG,0.293411762
SW 1353,17-AAG,0.140588775
SW1417,17-AAG,0.068497665
SW 1573,17-AAG,8
SW 1990,17-AAG,0.055297799
SW403,17-AAG,0.050812941
SW48,17-AAG,0.014938917
SW480,17-AAG,0.106521167
SW579,17-AAG,0.080146693
SW620,17-AAG,0.03864982
SW 780,17-AAG,0.055612143
SW 900,17-AAG,0.320660651
T24,17-AAG,0.199150398
T3M-10,17-AAG,0.040968742
T-47D,17-AAG,1.789526105
T84,17-AAG,0.53340598
T98G,17-AAG,0.155537844
TC-71,17-AAG,1.366676807
TCCSUP,17-AAG,0.04668178
TE-1,17-AAG,0.074513651
TE-11,17-AAG,0.172436342
TE-15,17-AAG,0.103201464
TE-5,17-AAG,0.350542456
TE 617.T,17-AAG,0.034616712
TE-9,17-AAG,0.087467499
TEN,17-AAG,0.809816062
Toledo,17-AAG,2.039073229
TOV-112D,17-AAG,0.383055866
TOV-21G,17-AAG,0.019315857
TT2609-C02,17-AAG,0.074787728
TYK-nu,17-AAG,0.085773639
U-118 MG,17-AAG,0.131359786
U-2 OS,17-AAG,0.099057235
U-87 MG,17-AAG,0.106696405
U-937,17-AAG,0.132671893
UACC-257,17-AAG,0.176819474
UACC-62,17-AAG,0.063543618
UACC-812,17-AAG,0.200488731
UM-UC-3,17-AAG,0.293646216
VMRC-LCD,17-AAG,0.210856006
VMRC-RCW,17-AAG,8
VMRC-RCZ,17-AAG,0.852490127
WM-115,17-AAG,0.047518171
WM1799,17-AAG,0.06831377
WM-266-4,17-AAG,0.021235578
WM-793,17-AAG,0.053718675
WM-88,17-AAG,0.041547392
WM-983B,17-AAG,0.050495461
YKG1,17-AAG,0.214574531
ZR-75-1,17-AAG,0.327225992
ZR-75-30,17-AAG,0.086871609
1321N1,PHA-665752,8
22Rv1,PHA-665752,8
42-MG-BA,PHA-665752,8
5637,PHA-665752,8
639-V,PHA-665752,8
697,PHA-665752,3.275441885
769-P,PHA-665752,7.150411129
786-O,PHA-665752,8
8305C,PHA-665752,8
8505C,PHA-665752,8
8-MG-BA,PHA-665752,8
A172,PHA-665752,8
A-204,PHA-665752,8
A2058,PHA-665752,8
A-253,PHA-665752,8
A2780,PHA-665752,8
A-375,PHA-665752,8
A549,PHA-665752,8
A-673,PHA-665752,8
ACHN,PHA-665752,8
ALL-SIL,PHA-665752,4.477983475
AMO-1,PHA-665752,4.206129074
AN3 CA,PHA-665752,8
AsPC-1,PHA-665752,8
AU565,PHA-665752,8
AZ-521,PHA-665752,8
B-CPAP,PHA-665752,8
BDCM,PHA-665752,8
BFTC-909,PHA-665752,8
BGC-823,PHA-665752,8
BL-41,PHA-665752,8
BL-70,PHA-665752,6.465454578
BT-20,PHA-665752,8
BT-474,PHA-665752,6.84863472
BT-549,PHA-665752,8
BxPC-3,PHA-665752,8
C2BBe1,PHA-665752,8
C32,PHA-665752,8
C3A,PHA-665752,8
Caki-2,PHA-665752,8
CAL-12T,PHA-665752,8
CAL 27,PHA-665752,8
CAL-78,PHA-665752,8
CAL-85-1,PHA-665752,8
Calu-1,PHA-665752,8
Calu-3,PHA-665752,8
Calu-6,PHA-665752,8
CAMA-1,PHA-665752,8
Capan-2,PHA-665752,8
CAS-1,PHA-665752,8
CCK-81,PHA-665752,8
CHL-1,PHA-665752,8
CHP-212,PHA-665752,8
CI-1,PHA-665752,8
CMK-86,PHA-665752,4.51771307
COLO 201,PHA-665752,8
COLO 205,PHA-665752,8
COLO-320,PHA-665752,8
COLO-677,PHA-665752,8
COLO-678,PHA-665752,8
COLO-679,PHA-665752,7.286690712
COLO-699,PHA-665752,6.654020611
COLO 741,PHA-665752,8
COR-L105,PHA-665752,8
COR-L23,PHA-665752,8
COV318,PHA-665752,8
COV504,PHA-665752,8
Daoy,PHA-665752,8
DBTRG-05MG,PHA-665752,8
DEL,PHA-665752,1.974251866
Detroit 562,PHA-665752,8
DK-MG,PHA-665752,8
DMS 114,PHA-665752,8
DOHH-2,PHA-665752,2.651649952
DOV13,PHA-665752,8
DU 145,PHA-665752,8
DV-90,PHA-665752,8
EB1,PHA-665752,8
EB2,PHA-665752,8
EBC-1,PHA-665752,0.27125594
EFE-184,PHA-665752,8
EFM-19,PHA-665752,7.446472168
EFO-21,PHA-665752,8
EFO-27,PHA-665752,8
EM-2,PHA-665752,6.589995384
EN,PHA-665752,8
ES-2,PHA-665752,8
ESS-1,PHA-665752,8
F-36P,PHA-665752,8
FaDu,PHA-665752,8
FU97,PHA-665752,8
FU-OV-1,PHA-665752,8
G-361,PHA-665752,5.691830158
G-401,PHA-665752,8
G-402,PHA-665752,8
GAMG,PHA-665752,8
GB-1,PHA-665752,8
GCIY,PHA-665752,8
GCT,PHA-665752,8
GI-1,PHA-665752,8
GLC-82,PHA-665752,8
GMS-10,PHA-665752,8
GRANTA-519,PHA-665752,8
H4,PHA-665752,8
HARA,PHA-665752,8
HCC1187,PHA-665752,8
HCC1395,PHA-665752,8
HCC-15,PHA-665752,8
HCC1569,PHA-665752,8
HCC1806,PHA-665752,8
HCC1954,PHA-665752,8
HCC2935,PHA-665752,8
HCC4006,PHA-665752,8
HCC-44,PHA-665752,8
HCC-56,PHA-665752,8
HCC70,PHA-665752,8
HCC-78,PHA-665752,8
HCC827,PHA-665752,8
HCT 116,PHA-665752,8
HCT-15,PHA-665752,8
HD-MY-Z,PHA-665752,8
HDQ-P1,PHA-665752,8
HEC-151,PHA-665752,8
HEC-1-A,PHA-665752,8
HEC-1-B,PHA-665752,8
HEC-251,PHA-665752,8
HEC-265,PHA-665752,8
HEC-59,PHA-665752,8
HEC-6,PHA-665752,8
HEL 92.1.7,PHA-665752,8
Hep 3B2.1-7,PHA-665752,8
Hep G2,PHA-665752,5.555599213
Hey-A8,PHA-665752,8
HGC-27,PHA-665752,8
HH,PHA-665752,8
HLE,PHA-665752,8
HLF,PHA-665752,8
HMC-1-8,PHA-665752,8
HMCB,PHA-665752,8
HOS,PHA-665752,8
HPAC,PHA-665752,0.054659581
HPAF-II,PHA-665752,8
Hs 229.T,PHA-665752,8
Hs 294T,PHA-665752,8
Hs 578T,PHA-665752,8
Hs 683,PHA-665752,8
Hs 695T,PHA-665752,8
Hs 729,PHA-665752,8
Hs 739.T,PHA-665752,8
Hs 746T,PHA-665752,8
Hs 766T,PHA-665752,8
Hs 840.T,PHA-665752,8
Hs 852.T,PHA-665752,8
Hs 895.T,PHA-665752,8
Hs 936.T,PHA-665752,8
Hs 939.T,PHA-665752,8
Hs 944.T,PHA-665752,8
HSC-2,PHA-665752,8
HT,PHA-665752,8
HT-1080,PHA-665752,8
HT-1197,PHA-665752,8
HT-1376,PHA-665752,8
HT-144,PHA-665752,8
HT-29,PHA-665752,8
HuCCT1,PHA-665752,8
huH-1,PHA-665752,8
HUP-T3,PHA-665752,8
HUP-T4,PHA-665752,8
HuT 78,PHA-665752,8
IA-LM,PHA-665752,8
IGR-37,PHA-665752,8
IGR-39,PHA-665752,8
IGROV1,PHA-665752,8
IM95,PHA-665752,8
IMR-32,PHA-665752,8
IPC-298,PHA-665752,8
Ishikawa (Heraklio) 02 ER-,PHA-665752,8
IST-MES1,PHA-665752,3.788518667
IST-MES2,PHA-665752,8
J82,PHA-665752,8
JHH-2,PHA-665752,8
JHH-4,PHA-665752,8
JHH-5,PHA-665752,8
JHH-6,PHA-665752,8
JHH-7,PHA-665752,8
JHOS-2,PHA-665752,8
JHOS-4,PHA-665752,8
JHUEM-2,PHA-665752,8
JM1,PHA-665752,8
JMSU-1,PHA-665752,8
JURKAT,PHA-665752,4.221210957
JVM-3,PHA-665752,8
K029AX,PHA-665752,7.850198746
KALS-1,PHA-665752,8
KARPAS-299,PHA-665752,3.045838118
KARPAS-422,PHA-665752,5.938162327
KARPAS-620,PHA-665752,8
KASUMI-2,PHA-665752,8
KCI-MOH1,PHA-665752,8
KCL-22,PHA-665752,8
KE-39,PHA-665752,8
KE-97,PHA-665752,8
KELLY,PHA-665752,8
KG-1,PHA-665752,8
KHM-1B,PHA-665752,3.339766264
KLE,PHA-665752,8
KMBC-2,PHA-665752,8
KMM-1,PHA-665752,0.720862557
KMRC-1,PHA-665752,8
KMRC-2,PHA-665752,8
KMS-11,PHA-665752,8
KMS-12-BM,PHA-665752,8
KMS-26,PHA-665752,7.179248333
KMS-34,PHA-665752,8
KNS-42,PHA-665752,8
KNS-60,PHA-665752,8
KNS-62,PHA-665752,8
KNS-81,PHA-665752,8
KO52,PHA-665752,8
KP-1N,PHA-665752,8
KP-1NL,PHA-665752,8
KP-2,PHA-665752,8
KP-3,PHA-665752,8
KP4,PHA-665752,1.073863983
KP-N-SI9s,PHA-665752,8
KU812,PHA-665752,8
KURAMOCHI,PHA-665752,3.98032403
KYM-1,PHA-665752,8
KYSE-140,PHA-665752,8
KYSE-150,PHA-665752,8
KYSE-180,PHA-665752,8
KYSE-30,PHA-665752,8
KYSE-410,PHA-665752,8
KYSE-450,PHA-665752,8
KYSE-510,PHA-665752,8
KYSE-520,PHA-665752,8
KYSE-70,PHA-665752,8
L3.3,PHA-665752,8
L-363,PHA-665752,4.469186783
L-428,PHA-665752,8
LC-1/sq-SF,PHA-665752,8
LCLC-103H,PHA-665752,8
LN-18,PHA-665752,3.491163015
LN-229,PHA-665752,8
LOU-NH91,PHA-665752,8
LOX IMVI,PHA-665752,8
LP-1,PHA-665752,8
LS123,PHA-665752,8
LS411N,PHA-665752,8
LS513,PHA-665752,8
LU99,PHA-665752,8
LUDLU-1,PHA-665752,8
M059J,PHA-665752,8
Malme-3M,PHA-665752,8
MB 157,PHA-665752,8
MC116,PHA-665752,8
MCAS,PHA-665752,8
MCF7,PHA-665752,8
